offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
229498479637793792	2018-08-15T00:00:00+03:00	2018-08-20T00:00:00+03:00	23000.0	4	False	1	False	32.0	10.0	20.0	50.0		2	2	Россия, Санкт-Петербург, улица Ленсовета, 64	6803532332481624227
5949688683124574976	2017-02-12T00:00:00+03:00	2017-07-01T00:00:00+03:00	3500000.0	7	False	1	False	56.0	15.0	21.0		0.0	1	2	Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Первомайская улица, 17	5131909042114806906
6738257546988321281	2017-09-15T00:00:00+03:00	2018-02-08T00:00:00+03:00	5000000.0	17	False	1	False	62.7	22.7	20.2			1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Европейский проспект, 8	1834942744636030500
5152292968858785183	2016-12-11T00:00:00+03:00	2018-02-08T00:00:00+03:00	3550000.0	2	False	3	False	55.0	6.0	39.0		0.0	1	2	Россия, Санкт-Петербург, Колпино, Октябрьская улица, 29	7384452442735379588
736625232591137024	2016-07-08T00:00:00+03:00	2018-05-11T00:00:00+03:00	1150000.0	1	False	1	False	31.4					1	2	Россия, Ленинградская область, Луга, поселок Городок, 271	6987283177525345691
4842857800061980176	2016-05-16T00:00:00+03:00	2016-06-22T00:00:00+03:00	13064000.0	1	False	4	False	142.0	20.7	100.91		0.0	1	2	Россия, Санкт-Петербург, 12-я линия В.О., 27	80133642557196773
6302207169850556041	2016-08-02T00:00:00+03:00	2017-07-28T00:00:00+03:00	5970000.0	8	False	1	False	50.0	22.0	13.0		0.0	1	2	Россия, Санкт-Петербург, набережная реки Смоленки, 3к2	2678053774031074090
8337573789628434484	2017-09-21T00:00:00+03:00	2018-08-20T00:00:00+03:00	3650000.0	16	False	1	False	44.0	12.0	17.0			1	2	Россия, Санкт-Петербург, проспект Героев, 24к2	941528109879254695
6658302061073683201	2018-02-10T00:00:00+03:00	2018-04-11T00:00:00+03:00	9100000.0	8	False	3	False	85.5	11.7	50.1			1	2	Россия, Санкт-Петербург, Кременчугская улица, 13к2	9078299753075955874
5913228169708006804	2017-02-07T00:00:00+03:00	2018-02-07T00:00:00+03:00	10370000.0	11	False	3	False	97.0	17.0	55.0		0.0	1	2	Россия, Санкт-Петербург, улица Адмирала Трибуца, 8	2844409614380755005
4829394877249646177	2018-07-24T00:00:00+03:00	2018-08-20T00:00:00+03:00	2223826.0	8	False	0	True	29.82		14.43			1	2	Россия, Санкт-Петербург, территория Усть-Славянка, Советский проспект, 39к1	7446714165847919626
5152264856294058848	2018-07-17T00:00:00+03:00	2018-08-08T00:00:00+03:00	40000.0	7	False	2	False	63.0	17.5	28.0	100.0		2	2	Россия, Санкт-Петербург, Среднерогатская улица, 9	4503175623386385730
4291852386335074304	2018-05-14T00:00:00+03:00	2018-08-20T00:00:00+03:00	32000.0	1	False	1	False	35.0	9.0	18.0	50.0		2	2	Россия, Санкт-Петербург, Фурштатская улица, 11	8348566919118356851
5535692837359308294	2015-05-08T00:00:00+03:00	2018-08-20T00:00:00+03:00	36000000.0	3	False	4	False	125.0					1	2	Россия, Санкт-Петербург, улица Пестеля, 7	441990053537908279
8353202309096072575	2016-08-15T00:00:00+03:00	2018-02-07T00:00:00+03:00	8990000.0	5	False	3	False	72.8	8.8	46.6		0.0	1	2	Россия, Санкт-Петербург, Ушаковская набережная, 9к1	2382674064396186603
1493347491084163841	2018-04-07T00:00:00+03:00	2018-05-07T00:00:00+03:00	20000.0	5	False	1	False	42.0					2	2	Россия, Санкт-Петербург, Приморский проспект, 167к3	868355544483490810
34229227272530674	2015-03-17T00:00:00+03:00	2016-08-06T00:00:00+03:00	8332477.0	3	False	2	False	84.1	16.27	38.76		0.0	1	2	Россия, Санкт-Петербург, Уральская улица, 4	1334542240361598614
5313540	2015-04-25T00:00:00+03:00	2016-03-05T00:00:00+03:00	12000000.0	3	False	3	False	93.0	16.0	58.0		3.0	1	2	Россия, Санкт-Петербург, Невский проспект, 160	2892335032057220903
7764107702058260992	2015-06-09T00:00:00+03:00	2016-06-29T00:00:00+03:00	1930000.0	8	False	1	False	42.0	8.3	17.0		3.0	1	2	Россия, Ленинградская область, Кингисепп, Крикковское шоссе, 10А	1639100899754415637
6217650506444511232	2017-03-13T00:00:00+03:00	2017-05-12T00:00:00+03:00	4600000.0	11	False	2	False	52.8	10.0	24.3		11.0	1	2	Россия, Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 15	2751421430013511561
5940144799225201664	2018-03-04T00:00:00+03:00	2018-07-19T00:00:00+03:00	4000000.0	2	False	2	False	47.0					1	2	Россия, Санкт-Петербург, Колпино, Заводской проспект, 20к2	4979492410876351422
4141677276709464645	2017-12-20T00:00:00+03:00	2018-08-20T00:00:00+03:00	5832956.0	11	False	1	False	54.7	17.6	19.8			1	2	Россия, Санкт-Петербург, улица Маршала Тухачевского, 23	5630891826561353002
9188662607522850118	2016-10-03T00:00:00+03:00	2016-11-02T00:00:00+03:00	4331000.0	18	False	2	False	61.65	22.66	22.74		0.0	1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Европейский проспект, 18к1	7076615050583066162
5283730787064701727	2015-09-30T00:00:00+03:00	2016-10-31T00:00:00+03:00	8284546.0	4	False	2	False	76.1	16.42	33.99		0.0	1	2	Россия, Санкт-Петербург, набережная реки Смоленки, 3к1	2678053774031074089
